Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2022,7,juliol,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Resta municipis,Hotel,Presencial,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Resta municipis,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Mataró,Barcelona,El maresme,Mataró,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Islamofòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Resta municipis,Depen. Govern Local,Int. i/o Xarxes,DELICTES,DEL. CONTRA L'HONOR,Injúria,Orientació política,1,
2022,7,juliol,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Via Pública urbana,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Maltractaments en l'àmbit de la llar,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Depen. Govern Local,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Orientació política,1,
2022,7,juliol,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Depen. Govern Local,Int. i/o Xarxes,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Malaltia,1,
2022,7,juliol,RP Metropolitana Girona,ABP Baix Empordà - Sant Feliu,Girona,Baix Empordà,Sant Feliu de Guíxols,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions (lleu),Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Camp de Tarragona,ABP Cambrils,Tarragona,Baix Camp,Resta municipis,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions,Islamofòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Resta municipis,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,7,juliol,RP Central,ABP Anoia,Barcelona,Anoia,Resta municipis,Hab. 1a Res. Casa adossada,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Bar_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Aporofòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DEL. CONTRA L'HONOR,Injúria,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Instal·lació esportiva,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Resta municipis,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,FALTES ADMINISTRATIVES,LLEI 4/15 DE PROTECCIÓ DE SEGURETAT CIUTADANA,Altres infraccions contra la 4/2015 (sense comís),Sexisme,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Centre religiós altres,Presencial,DELICTES,DEL. CONTRA L'HONOR,Injúria,Religiós,1,
2022,7,juliol,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Altres empreses de serveis,Int. i/o Xarxes,ALTRES,FETS VARIS,Diligències informatives,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Camp de Tarragona,ABP Tarragona,Tarragona,Tarragonès,Resta municipis,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis,Hab. Jardí,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Islamofòbia,1,
2022,7,juliol,RP Metropolitana Girona,ABP Ripollès,Girona,Ripollès,Resta municipis,Via Pública urbana,Presencial,DELICTES,DEL. CONTRA L'HONOR,Injúria,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Pineda de Mar,Barcelona,El maresme,Resta municipis,Platja,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Central,ABP Berga,Barcelona,Berguedà,Resta municipis,Centre Menors,Presencial,DELICTES,DEL. CONTRA LA LLIBERTAT SEXUAL,Agressions sexuals amb penetració,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Bar_COM,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Consolat,Presencial,DELICTES,"DEL.CONT.INTIMITAT,IMATGE I INV.DOMICILI",Descobriment i revelació de secrets,Orientació política,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Metro estació,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Montcada i Reixac,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces (lleu),Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Cerdanyola,Barcelona,Barcelonès,Resta municipis,Empresa general/fàbrica,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Bar musical_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Bar_COM,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Girona,ABP Alt Empordà - Roses,Girona,Alt Empordà,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Metro estació,Presencial,DELICTES,DE LES LESIONS,Maltractament d'obra sense lesió (lleu),Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Resta municipis,Parcs/Jardins,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Terres de l'Ebre,ABP Montsià,Tarragona,Montsià,Resta municipis,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Descampat Urbà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Metro estació,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Hab. Escala/portal finca/replà,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,7,juliol,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Discoteca_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,7,juliol,RP Metropolitana Sud,ABP Alt Penedès,Barcelona,Alt Penedès,Vilafranca del Penedès,Banc/Caixa_CC,Presencial,DELICTES,DE LES LESIONS,Lesions,Aporofòbia,1,
2022,7,juliol,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Altres empreses de serveis,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Maltractament d'obra sense lesió (lleu),Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Castelldefels,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Muntanya/Bosc,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis,Empresa de transports i emmagatzematge,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Sant Cugat del Vallès,Hab. 1a Res. Pis/apartament,Int. i/o Xarxes,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Orientació política,1,
2022,8,agost,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Bar musical_COM,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Girona,ABP Baix Empordà - Sant Feliu,Girona,Baix Empordà,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Camp de Tarragona,ABP Alt Camp - C. de Barberà,Tarragona,Alt Camp,Valls,Bar_CC,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Resta municipis,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DEL. CONTRA L'HONOR,Injúria,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Platja,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Montcada i Reixac,Barcelona,Vallès Occidental,Montcada i Reixac,Altres espais oberts,Presencial,DELICTES,DE LES LESIONS,Lesions,Orientació política,1,
2022,8,agost,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Vilanova i la Geltrú,Partit polític,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Orientació política,1,
2022,8,agost,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis,Altres espais oberts,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Coaccions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Hab. Escala/portal finca/replà,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Central,ABP Bages,Barcelona,Bages,Resta municipis,Hab. Escala/portal finca/replà,Presencial,DELICTES,DEL. CONTRA L'HONOR,Injúria,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Terres de l'Ebre,ABP Baix Ebre,Tarragona,Baix Ebre,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Religiós,1,
2022,8,agost,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Sud,ABP Sant Boi de Llobregat,Barcelona,Baix LLobregat,Sant Boi de Llobregat,Hab. Escala/portal finca/replà,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Girona,PL Girona,Girona,Gironès,Girona,MOB-Tren,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via Pública urbana,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Danys,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,ALTRES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Aporofòbia,1,
2022,8,agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Hab. 1a Res. Pis/apartament,Presencial,ALTRES,FETS VARIS,Diligències informatives,Discapacitat físic/sensorial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Discoteca_CC,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Gràcia,Barcelona,Barcelonès,Barcelona,Hotel,Presencial,ALTRES,FETS VARIS,Diligències informatives,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Resta municipis,Bar_COM,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Associacions altres,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra la llib. consciència i sent. religiosos,Islamofòbia,1,
2022,8,agost,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Empresa de seguretat privada,Presencial,DELICTES,DE LES TORTURES I DELICTES CONTRA L'INTE.MORAL,Tracte degradant / vexatori,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Vilassar de Mar,Bar_CC,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Resta municipis,Pavelló polivalent,Presencial,DELICTES,DE LES LESIONS,Maltractament d'obra sense lesió (lleu),Islamofòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Mollet del Vallès,Barcelona,Vallès Oriental,Mollet del Vallès,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Resta municipis,Hab. 1a Res. Casa adossada,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Premià de Mar,Barcelona,El maresme,Resta municipis,Via Pública urbana,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Barcelona,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Hab. 1a Res. Pis/apartament,Presencial,ALTRES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Hab. 1a Res. Pis/apartament,Presencial,DELICTES,CONTRA LA LLIBERTAT,Amenaces,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Sud,UI Martorell,Barcelona,Baix Llobregat,Sant Andreu de la Barca,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,Etnic/origen nacional/origen racial,1,
2022,8,agost,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Depen. Govern Local,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Robatori amb força,Orientació política,1,
2022,8,agost,RP Central,ABP Osona,Barcelona,Osona,Resta municipis,Parcs/Jardins,Presencial,DELICTES,DEL. CON. EL PATRIMONI,Furt,Orientació política,1,
2022,8,agost,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Hab. Escala/portal finca/replà,Presencial,ALTRES,DELICTES CONTRA LA CONSTITUCIÓ,Contra exer. drets fonamentals i llib. públiques,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,8,agost,RP Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Resta municipis,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
2022,9,setembre,RP Metropolitana Barcelona,ABP Sant Andreu,Barcelona,Barcelonès,Barcelona,Via Pública urbana,Presencial,DELICTES,DE LES LESIONS,Lesions,LGTBI-fòbia,1,
