Any,Núm. Mes,Mes,Regió Policial (RP),Àrea Bàsica Policial (ABP),Província,Comarca,Municipi,Tipus de lloc dels fets,Canal dels fets,Tipus de fet,Títol del fet (Codi Penal) o Llei de referència,Tipus de fet (Codi penal) o d'Infracció (altres lleis),Àmbit fet,Nombre fets o infraccions,Nombre víctimes
2021,8,Agost,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,8,Agost,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Religiós,1,2
2021,7,Juliol,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Circuit curses a motor,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra l'Administració de justícia,Trencament de condemna,Ètnia/origen nacional/origen racial,1,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Partit polític,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,12,Desembre,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,8,Agost,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Serveis socials,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,8,Agost,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Parcs/Jardins,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,5,Maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,9,Setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,4
2021,9,Setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,8,Agost,RP Central,ABP Osona,Barcelona,Osona,Resta municipis ABP Osona,Establiments - Restauració - Restaurants Centre comercial,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Camp de Tarragona,ABP Baix Penedès,Tarragona,Baix Penedès,Resta municipis ABP Baix Penedès,Establiments - Discoteca,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,2
2021,9,Setembre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sant Pere de Ribes,Via Interurbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Cerdanyola,Barcelona,Vallès Occidental,Cerdanyola del Vallès,Escola,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,6,Juny,RP  Metropolitana Nord,ABP Granollers,Barcelona,Barcelonès,Resta municipis ABP Granollers,Establiments - Supermercat centre comercial,Presencial,Altres,Fets diversos,Diligències informatives,LGTBI-fòbia,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Central,ABP Osona,Barcelona,Osona,Vic,Immobiliària,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Girona,ABP Selva Litoral,Girona,Selva,Blanes,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,2
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Transport públic - Renfe - Adif - Estació,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Platja,Presencial,Delictes,Delictes contra la llibertat i la indemnitat sexuals,Abusos sexuals,LGTBI-fòbia,1,1
2021,9,Setembre,RP Camp de Tarragona,ABP Baix Camp - Priorat,Tarragona,Baix Camp,Reus,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,9,Setembre,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Instal·lació esportiva,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,5,Maig,RP Girona,ABP Selva Interior,Girona,Selva,Resta municipis ABP Selva Interior,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,3
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Platja,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Robatori amb violència i/o intimidació,LGTBI-fòbia,1,1
2021,8,Agost,RP Girona,ABP Selva Interior,Girona,Selva,Resta municipis ABP Selva Interior,Magatzem/caseta rural,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,De les lesions,Lesions,Orientació política,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Metropolitana Sud,ABP Cornellà de Llobregat,Barcelona,Baix Llobregat,Sant Joan Despí,Instal·lació esportiva,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Transport públic - Metro - Estació,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Metropolitana Sud,ABP Gavà,Barcelona,Baix Llobregat,Viladecans,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Central,ABP Manresa,Barcelona,Bages,Resta municipis ABP Manresa,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,9,Setembre,RP Girona,ABP Selva Interior,Girona,Selva,Resta municipis ABP Selva Interior,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,9,Setembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Partit polític,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,9,Setembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Transport públic - Metro - Estació,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,2
2021,9,Setembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Transport públic -Taxi,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,9,Setembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Via pública urbana,Internet o xarxes socials,Delictes,"Delictes contra la intimitat, el dret a la pròpia imatge i la inviolabilitat del domicili",Descobriment i revelació de secrets,LGTBI-fòbia,1,1
2021,9,Setembre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Altres espais oberts,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,
2021,10,Octubre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Habitatge - Ascensor,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Girona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,10,Octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Aporofòbia,1,
2021,1,Gener,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta municipis ABP Garraf,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Presencial,Altres,Fets diversos,Diligències informatives,LGTBI-fòbia,1,2
2021,10,Octubre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Antisemita,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Girona,ABP Garrotxa,Girona,Garrotxa,Olot,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2021,10,Octubre,RP Central,ABP Bages,Barcelona,Bages,Manresa,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Orientació política,1,
2021,10,Octubre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Feliu de Llobregat,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Port - Embarcació,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,2,Febrer,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Pla d'Urgell,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Institut d'Educació,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Arenys de Mar,Barcelona,Maresme,Resta municipis ABP Arenys de Mar,Habitatge - Primera residència - Casa adossada,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Nou Barris,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,3
2021,10,Octubre,RP Metropolitana Sud,ABP l'Hospitalet de Llobregat,Barcelona,Barcelonès,l' Hospitalet de Llobregat,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Altres,Fets diversos,Diligències informatives,LGTBI-fòbia,1,1
2021,11,Novembre,RP Central,ABP Osona,Barcelona,Osona,Resta municipis ABP Osona,Dependències - Administració local,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,10,Octubre,RP Metropolitana Sud,ABP Martorell,Barcelona,Baix Llobregat,Olesa de Montserrat,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Antisemita,1,
2021,10,Octubre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Resta municipis ABP Mataró,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Resta municipis ABP Granollers,Escola,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,1
2021,8,Agost,RP Girona,ABP Selva Litoral,Girona,Selva,Resta municipis ABP Selva Litoral,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,5,Maig,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta municipis ABP Garraf,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sarrià-Sant Gervasi,Barcelona,Barcelonès,Barcelona,Altres centres socials,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,Orientació política,1,1
2021,6,Juny,RP Central,ABP Osona,Barcelona,Osona,Resta municipis ABP Osona,Mobiliari urbà,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,6,Juny,RP Central,ABP Solsonès,Lleida,Solsonès,Resta municipis ABP Solsonès,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Sexisme,1,1
2021,11,Novembre,RP Central,ABP Bages,Barcelona,Bages,Manresa,Altres empreses de serveis,Presencial,Delictes,De les lesions,Lesions,Ètnia/origen nacional/origen racial,1,2
2021,10,Octubre,RP  Metropolitana Nord,ABP Terrassa,Barcelona,Vallès Occidental,Terrassa,Establiments - centre comercial,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,10,Octubre,RP Ponent,ABP Segarra - Urgell,Lleida,Urgell,Resta municipis ABP Segarra - Urgell,Via pública urbana,Presencial,Altres,Fets diversos,Diligències informatives,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Resta municipis ABP Garraf,Habitatge - Primera residència - Casa aïllada,Internet o xarxes socials,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Escola,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Partit polític,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,
2021,10,Octubre,RP Central,ABP Osona,Barcelona,Osona,Resta municipis ABP Osona,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,Orientació política,1,1
2021,10,Octubre,RP Metropolitana Sud,ABP Sant Boi de Llobregat,Barcelona,Baix Llobregat,Sant Boi de Llobregat,Pàrquing públic,Presencial,Delictes,Delictes contra l’honor,Injúria,Ètnia/origen nacional/origen racial,1,1
2021,10,Octubre,RP Central,ABP Osona,Barcelona,Osona,Vic,Transport públic - Renfe - Adif -Comboi,Presencial,Delictes,Delictes contra la llibertat,Amenaces,Ètnia/origen nacional/origen racial,1,1
2021,1,Gener,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis ABP Gironès - Pla de l'Estany,Dependències - Administració local,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,LGTBI-fòbia,1,1
2021,10,Octubre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Castellar del Vallès,Establiments - Restauració - Bar Centre comercial,Presencial,Altres,Fets diversos,Diligències informatives,Religiós,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Transport públic - Renfe - Adif -Comboi,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,10,Octubre,RP  Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Sant Cugat del Vallès,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Danys,LGTBI-fòbia,1,1
2021,10,Octubre,RP Central,ABP Osona,Barcelona,Osona,Manlleu,Institut d'Educació,Internet o xarxes socials,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Sud,ABP Garraf,Barcelona,Garraf,Sitges,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Tarragona,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,10,Octubre,RP Metropolitana Barcelona,ABP Sants-Montjuïc,Barcelona,Barcelonès,Barcelona,Parcs/Jardins,Presencial,Altres,Fets diversos,Diligències informatives,Orientació política,1,
2021,10,Octubre,RP Metropolitana Barcelona,ABP Les Corts,Barcelona,Barcelonès,Barcelona,Instal·lació esportiva,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,Ètnia/origen nacional/origen racial,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Horta-Guinardó,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Estafes,Discapacitat psíquica/mental,1,1
2021,5,Maig,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Resta municipis ABP Segrià - Garrigues - Pla d'Urgell,Magatzem/caseta rural,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Mataró,Barcelona,Maresme,Mataró,Zona d'oci/lúdica,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,3
2021,11,Novembre,RP  Metropolitana Nord,ABP Sabadell,Barcelona,Vallès Occidental,Sabadell,Establiments - Discoteca,Presencial,Altres,Fets diversos,Diligències informatives,Ètnia/origen nacional/origen racial,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Badalona,Barcelona,Barcelonès,Badalona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Santa Coloma de Gramenet,Barcelona,Barcelonès,Santa Coloma de Gramenet,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,2
2021,11,Novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Altres espais,Internet o xarxes socials,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,Discapacitat física/sensorial,1,1
2021,11,Novembre,RP Girona,ABP Gironès - Pla de l'Estany,Girona,Gironès,Resta municipis ABP Gironès - Pla de l'Estany,Via pública urbana,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Sud,ABP Sant Feliu de Llobregat,Barcelona,Baix Llobregat,Sant Vicenç dels Horts,Establiments - Restauració - Bar Centre comercial,Presencial,Altres,Fets diversos,Diligències informatives,Ètnia/origen nacional/origen racial,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,2
2021,11,Novembre,RP Girona,ABP Selva Litoral,Girona,Selva,Lloret de Mar,Habitatge - Primera residència - Casa aïllada,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,2
2021,11,Novembre,RP Camp de Tarragona,ABP Tarragonès,Tarragona,Tarragonès,Salou,Habitatge - Primera residència - Pis/apartament,Presencial,Delictes,Delictes contra la llibertat i la indemnitat sexuals,Agressions sexuals,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Eixample,Barcelona,Barcelonès,Barcelona,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,De les tortures i altres delictes contra la integritat moral,Tracte degradant / vexatori,LGTBI-fòbia,1,2
2021,11,Novembre,RP Ponent,ABP Segrià - Garrigues - Pla d'Urgell,Lleida,Segrià,Lleida,Establiments - Restauració - Bar Centre comercial,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Rubí,Barcelona,Vallès Occidental,Sant Cugat del Vallès,Via pública urbana,Presencial,Delictes,Delictes contra l’honor,Injúria,LGTBI-fòbia,1,1
2021,11,Novembre,RP  Metropolitana Nord,ABP Granollers,Barcelona,Vallès Oriental,Granollers,Zona d'oci/lúdica,Presencial,Delictes,De les lesions,Lesions,LGTBI-fòbia,1,1
2021,11,Novembre,RP Girona,ABP Alt Empordà - Figueres,Girona,Alt Empordà,Figueres,Habitatge - Primera residència - Pis/apartament,Internet o xarxes socials,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Sant Martí,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la llibertat,Amenaces,LGTBI-fòbia,1,1
2021,11,Novembre,RP Central,ABP Osona,Barcelona,Osona,Resta municipis ABP Osona,Dependències - Administració local,Presencial,Delictes,Delictes contra el patrimoni i contra l’ordre socioeconòmic,Furt,Orientació política,1,1
2021,11,Novembre,RP Metropolitana Barcelona,ABP Ciutat Vella,Barcelona,Barcelonès,Barcelona,Via pública urbana,Presencial,Delictes,Delictes contra la Constitució,Contra exercici drets fonamentals i llibertats públiques,LGTBI-fòbia,1,1
